"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"17.12.2024","14,3580","14,2199","14,3775","13,9427","","0,96%"
"16.12.2024","14,2218","14,3654","14,3687","14,0076","","-0,96%"
"13.12.2024","14,3599","14,4362","14,4365","14,0134","","-0,55%"
"12.12.2024","14,4393","14,5341","14,6065","14,1700","","-0,59%"
"11.12.2024","14,5251","14,2174","14,9720","13,9955","","2,21%"
"10.12.2024","14,2116","13,7743","14,2130","13,7430","","3,19%"
"09.12.2024","13,7716","13,8242","13,8623","13,5951","","-0,39%"
"06.12.2024","13,8251","13,9073","14,0569","13,5613","","-0,60%"
"05.12.2024","13,9089","14,4476","14,4518","13,4656","","-3,73%"
"04.12.2024","14,4485","14,4223","14,5837","14,1604","","0,28%"
"03.12.2024","14,4088","14,6180","14,7789","14,2837","","-1,60%"
"02.12.2024","14,6428","14,6840","14,9402","14,5128","","-0,41%"
"29.11.2024","14,7024","14,9284","15,2197","14,4307","","-1,37%"
"28.11.2024","14,9062","15,6276","15,6308","14,5913","","-4,52%"
"27.11.2024","15,6117","14,5553","15,7975","14,2375","","7,32%"
"26.11.2024","14,5469","14,3421","14,8888","14,1340","","1,27%"
"25.11.2024","14,3638","14,4153","14,4160","14,1087","","-0,25%"
"22.11.2024","14,4004","13,9804","14,4016","13,8488","","2,90%"
"21.11.2024","13,9946","13,8006","14,0107","13,8006","","0,81%"
"20.11.2024","13,8825","13,8951","13,9066","13,7730","","-0,06%"
"19.11.2024","13,8910","13,7935","13,9623","13,7824","","0,80%"
"18.11.2024","13,7804","13,8247","13,8793","13,7435","","-0,31%"
"15.11.2024","13,8234","13,7645","13,8879","13,6937","","0,47%"
"14.11.2024","13,7587","13,6130","13,9105","13,4687","","0,95%"
"13.11.2024","13,6296","13,5148","13,6806","13,5148","","0,35%"
"12.11.2024","13,5818","13,2971","13,5857","13,2727","","2,10%"
"11.11.2024","13,3031","13,5951","13,7000","13,2365","","-2,14%"
"08.11.2024","13,5938","13,7013","13,7325","13,5149","","-0,93%"
"07.11.2024","13,7212","13,5342","13,7238","13,4945","","1,31%"
"06.11.2024","13,5435","13,3707","14,0054","13,3707","","-1,60%"
"05.11.2024","13,7634","13,8544","13,8913","13,6978","","-0,65%"
"04.11.2024","13,8529","13,7852","13,9562","13,7378","","0,70%"
"01.11.2024","13,7568","13,6873","13,7945","13,6168","","0,57%"
"31.10.2024","13,6785","13,6195","13,6817","13,6003","","0,45%"
"30.10.2024","13,6172","13,6829","13,7451","13,5604","","-0,40%"
"29.10.2024","13,6717","13,6351","13,7435","13,4014","","0,28%"
"28.10.2024","13,6332","13,6334","13,7491","13,5480","","-0,17%"
"25.10.2024","13,6558","13,5238","13,6677","13,5041","","1,03%"
"24.10.2024","13,5171","13,4792","13,6544","13,4138","","0,35%"
"23.10.2024","13,4702","13,4275","13,5893","13,4220","","0,22%"
