"ID";NAME;TRADEDATE;OPEN;HIGH;LOW;CLOSE;VALUE;DURATION;YIELD
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-09-21;18199.5;18199.5;18199.5;18199.5;26824470501.3;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-09-22;18101.48;18101.48;18101.48;18101.48;26824470501.3;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-09-25;18311.55;18311.55;18311.55;18311.55;30200022999.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-09-26;18339.72;18339.72;18339.72;18339.72;33347302398.4;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-09-27;18433.93;18433.93;18433.93;18433.93;24630980474.2;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-09-28;18346.14;18346.14;18346.14;18346.14;20026959195.1;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-09-29;18383.43;18383.43;18383.43;18383.43;18506964077.8;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-02;18354.18;18354.18;18354.18;18354.18;18999484778;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-03;18356.96;18356.96;18356.96;18356.96;18963840557.1;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-04;18363.96;18363.96;18363.96;18363.96;17482557727.6;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-05;18481.88;18481.88;18481.88;18481.88;25206264503.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-06;18540.82;18540.82;18540.82;18540.82;23906331209.5;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-09;18568.91;18568.91;18568.91;18568.91;16988889499.1;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-10;18497.76;18497.76;18497.76;18497.76;14433765073.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-11;18642.32;18642.32;18642.32;18642.32;27196925356.2;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-12;18604.79;18604.79;18604.79;18604.79;18331521493.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-13;18642.35;18642.35;18642.35;18642.35;22103738077.2;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-16;18707.67;18707.67;18707.67;18707.67;22753030829.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-17;18563.88;18563.88;18563.88;18563.88;22639964866.5;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-18;18605.45;18605.45;18605.45;18605.45;24807100224.5;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-19;18423.19;18423.19;18423.19;18423.19;22458737225.5;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-20;18399.15;18399.15;18399.15;18399.15;26837452410.9;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-23;18315.8;18315.8;18315.8;18315.8;20427714251;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-24;18278.05;18278.05;18278.05;18278.05;20171694792.1;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-25;18174.13;18174.13;18174.13;18174.13;25895032029;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-26;18130.26;18130.26;18130.26;18130.26;18951649916.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-27;18352.72;18352.72;18352.72;18352.72;26362105236.4;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-30;18322.48;18322.48;18322.48;18322.48;20607771922.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-10-31;18297.41;18297.41;18297.41;18297.41;21445899495.5;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-01;18495.94;18495.94;18495.94;18495.94;26914379603.4;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-02;18406.56;18406.56;18406.56;18406.56;25891862901.7;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-03;18463.43;18463.43;18463.43;18463.43;25632238692.5;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-07;19230.06;19230.06;19230.06;19230.06;66360837521.3;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-08;19294.13;19294.13;19294.13;19294.13;40105943408.4;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-09;19511.53;19511.53;19511.53;19511.53;52012927188.3;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-10;19364.35;19364.35;19364.35;19364.35;53671797953.5;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2017-11-13;19339.02;19339.02;19339.02;19339.02;31916309174.7;;
