tradedate;tradetime;period_0.25;period_1.0;period_3.0;period_10.0;period_20.0
21.12.2020;18:39:56;4,31;4,44;4,96;6,26;6,9
22.12.2020;18:39:55;4,26;4,43;4,98;6,25;6,87
23.12.2020;18:39:55;4,23;4,43;5,02;6,28;6,9
24.12.2020;18:39:50;4,2;4,39;5,03;6,27;6,85
25.12.2020;18:39:59;4,16;4,37;5,0;6,26;6,79
28.12.2020;18:39:54;4,11;4,33;4,97;6,26;6,82
29.12.2020;18:39:56;3,9;4,21;4,94;6,24;6,87
30.12.2020;18:39:56;3,68;4,18;4,91;6,27;6,8


