tradedate;tradetime;period_0.25;period_1.0;period_3.0;period_10.0;period_20.0
29.03.2018;18:39:58;6,01;6,15;6,44;7,16;7,98
30.03.2018;18:39:59;5,99;6,12;6,39;7,14;8,0
02.04.2018;18:39:59;6,0;6,13;6,42;7,15;7,99
03.04.2018;18:39:37;6,03;6,17;6,45;7,17;8,02
04.04.2018;18:39:56;6,07;6,19;6,43;7,14;7,98
05.04.2018;18:39:36;6,15;6,25;6,46;7,13;7,93
06.04.2018;18:39:58;6,15;6,25;6,46;7,16;7,98
09.04.2018;18:39:57;6,62;6,68;6,74;7,41;8,12
10.04.2018;18:39:52;6,94;6,98;7,08;7,68;8,25
11.04.2018;18:39:58;6,73;6,9;7,11;7,59;8,19
12.04.2018;18:39:52;6,62;6,75;6,96;7,47;8,14
13.04.2018;18:39:50;6,79;6,85;7,01;7,55;8,12
16.04.2018;18:39:58;6,69;6,78;7,0;7,53;8,09
17.04.2018;18:39:57;6,55;6,68;6,96;7,46;8,08
18.04.2018;18:39:52;6,59;6,7;6,92;7,4;8,02
19.04.2018;18:39:36;6,55;6,67;6,89;7,36;7,98
20.04.2018;18:39:59;6,53;6,64;6,87;7,38;7,98
23.04.2018;18:39:57;6,48;6,61;6,86;7,41;8,08
24.04.2018;18:39:39;6,41;6,51;6,79;7,36;8,0
25.04.2018;18:39:48;6,42;6,55;6,82;7,39;8,05
26.04.2018;18:39:57;6,4;6,55;6,83;7,43;8,12
27.04.2018;18:39:57;6,35;6,48;6,76;7,39;8,07
28.04.2018;18:39:30;6,27;6,43;6,7;7,37;8,05
30.04.2018;18:39:47;6,22;6,4;6,71;7,37;8,05
02.05.2018;18:39:56;6,34;6,49;6,74;7,38;8,04
03.05.2018;18:39:47;6,44;6,57;6,79;7,45;8,14
04.05.2018;18:39:59;6,35;6,5;6,77;7,44;8,13
07.05.2018;18:39:52;6,28;6,45;6,75;7,46;8,22
08.05.2018;18:39:59;6,33;6,5;6,78;7,51;8,23
10.05.2018;18:39:42;6,31;6,47;6,77;7,48;8,19
11.05.2018;18:39:29;6,31;6,47;6,72;7,45;8,19
14.05.2018;18:39:53;6,37;6,53;6,8;7,53;8,24
15.05.2018;18:39:57;6,56;6,69;6,85;7,48;8,09
16.05.2018;18:39:59;6,5;6,66;6,91;7,47;8,08
17.05.2018;18:39:52;6,5;6,68;6,87;7,45;8,04
18.05.2018;18:39:53;6,46;6,66;6,91;7,49;8,11
21.05.2018;18:39:42;6,53;6,67;6,89;7,5;8,12
22.05.2018;18:39:42;6,45;6,64;6,88;7,45;8,06
23.05.2018;18:39:55;6,51;6,65;6,87;7,46;8,07
24.05.2018;18:39:55;6,55;6,67;6,85;7,43;8,0
25.05.2018;18:39:56;6,49;6,65;6,87;7,44;8,03
28.05.2018;18:39:57;6,52;6,66;6,86;7,42;7,97
29.05.2018;18:39:44;6,51;6,65;6,87;7,46;8,04
30.05.2018;18:39:58;6,47;6,65;6,88;7,45;8,04
31.05.2018;18:39:59;6,5;6,67;6,9;7,49;8,1
01.06.2018;18:39:59;6,5;6,66;6,87;7,46;8,07
04.06.2018;18:39:51;6,53;6,67;6,86;7,46;8,04
05.06.2018;18:39:59;6,53;6,68;6,87;7,48;8,06
06.06.2018;18:39:58;6,53;6,68;6,89;7,52;8,1
07.06.2018;18:39:47;6,66;6,74;6,9;7,57;8,07
08.06.2018;18:39:59;6,62;6,72;6,95;7,64;8,09
09.06.2018;18:39:35;6,59;6,7;6,96;7,62;8,07
11.06.2018;18:39:59;6,63;6,76;6,92;7,62;7,97
13.06.2018;18:39:58;6,6;6,72;6,97;7,7;8,04
14.06.2018;18:39:42;6,59;6,72;6,97;7,68;8,01
15.06.2018;18:39:58;6,67;6,82;7,13;7,84;8,06
18.06.2018;18:39:57;6,74;6,93;7,29;7,97;8,0
19.06.2018;18:39:48;6,88;7,04;7,4;7,93;7,98
20.06.2018;18:39:56;6,79;6,94;7,3;7,8;7,84
21.06.2018;18:39:55;6,75;6,91;7,28;7,78;7,78
22.06.2018;18:39:59;6,79;6,95;7,29;7,76;7,78
25.06.2018;18:39:58;6,76;6,93;7,29;7,76;7,78
26.06.2018;18:39:55;6,77;6,95;7,34;7,85;7,86
27.06.2018;18:39:58;6,76;6,94;7,34;7,87;7,94
28.06.2018;18:39:54;6,69;6,89;7,31;7,84;7,91
29.06.2018;18:39:55;6,62;6,83;7,25;7,81;7,87
02.07.2018;18:39:52;6,63;6,83;7,25;7,83;7,89
03.07.2018;18:39:00;6,63;6,85;7,27;7,85;7,95
04.07.2018;18:39:45;6,58;6,79;7,24;7,84;7,93
05.07.2018;18:39:59;6,6;6,8;7,21;7,8;7,93
06.07.2018;18:39:42;6,59;6,8;7,22;7,8;7,96
09.07.2018;18:39:55;6,55;6,77;7,15;7,73;7,9
10.07.2018;18:39:52;6,61;6,81;7,16;7,71;7,93
11.07.2018;18:39:56;6,61;6,8;7,15;7,71;7,93
12.07.2018;18:39:59;6,62;6,8;7,14;7,67;7,92
13.07.2018;18:39:59;6,59;6,78;7,14;7,65;7,9
16.07.2018;18:39:59;6,62;6,8;7,18;7,69;7,93
17.07.2018;18:39:38;6,62;6,83;7,26;7,74;7,92
18.07.2018;18:39:53;6,74;6,93;7,3;7,78;7,96
19.07.2018;18:39:59;6,82;6,97;7,31;7,83;8,08
20.07.2018;18:39:43;6,8;6,97;7,3;7,83;8,09
23.07.2018;18:39:56;6,87;7,01;7,32;7,82;8,09
24.07.2018;18:39:57;6,76;6,94;7,31;7,83;8,1
25.07.2018;18:39:57;6,93;7,07;7,34;7,88;8,13
26.07.2018;18:39:53;6,96;7,08;7,35;7,88;8,15
27.07.2018;18:39:54;6,93;7,08;7,37;7,89;8,11
30.07.2018;18:39:59;6,9;7,04;7,37;7,87;8,07
31.07.2018;18:39:59;6,95;7,08;7,37;7,81;8,02
01.08.2018;18:39:59;6,94;7,08;7,41;7,83;8,03
02.08.2018;18:39:59;6,94;7,11;7,51;7,93;8,07
03.08.2018;18:39:58;6,88;7,12;7,52;7,94;8,03
06.08.2018;18:39:55;6,88;7,13;7,58;7,96;8,05
07.08.2018;18:39:59;6,86;7,08;7,55;7,98;8,07
08.08.2018;18:39:57;7,08;7,25;7,75;8,15;8,26
09.08.2018;18:39:59;7,2;7,37;7,86;8,31;8,38
10.08.2018;18:39:56;7,13;7,39;7,96;8,38;8,43
13.08.2018;18:39:59;7,24;7,52;8,05;8,5;8,48
14.08.2018;18:39:52;7,24;7,54;8,07;8,44;8,46
15.08.2018;18:39:56;7,32;7,6;8,16;8,56;8,57
16.08.2018;18:39:57;7,2;7,54;8,17;8,61;8,63
17.08.2018;18:39:56;7,16;7,58;8,27;8,77;8,78
20.08.2018;18:39:56;7,04;7,49;8,23;8,77;8,76
21.08.2018;18:39:56;7,03;7,41;8,12;8,69;8,71
22.08.2018;18:39:53;7,01;7,41;8,12;8,71;8,73
23.08.2018;18:39:24;7,14;7,47;8,17;8,76;8,79
24.08.2018;18:39:59;7,13;7,46;8,13;8,75;8,8
27.08.2018;18:39:56;7,1;7,44;8,13;8,74;8,78
28.08.2018;18:39:58;7,09;7,42;8,14;8,76;8,79
29.08.2018;18:39:51;7,18;7,47;8,15;8,79;8,83
30.08.2018;18:39:56;7,04;7,41;8,19;8,85;8,85
31.08.2018;18:39:57;6,96;7,37;8,13;8,8;8,77
03.09.2018;18:39:58;6,93;7,29;8,08;8,8;8,8
04.09.2018;18:39:54;7,05;7,43;8,19;8,93;8,91
05.09.2018;18:39:52;7,11;7,49;8,25;9,02;8,97
06.09.2018;18:39:51;7,2;7,74;8,45;9,28;9,2
07.09.2018;18:39:58;7,27;7,85;8,56;9,29;9,17
10.09.2018;18:39:38;7,3;7,89;8,65;9,24;9,16
11.09.2018;18:39:47;7,14;7,67;8,36;9,06;9,04
12.09.2018;18:39:57;7,28;7,69;8,25;8,92;8,93
13.09.2018;18:39:57;7,28;7,65;8,23;8,92;8,98
14.09.2018;18:39:47;7,3;7,69;8,26;8,95;8,99
17.09.2018;18:39:55;7,25;7,74;8,31;8,98;8,96
18.09.2018;18:39:57;7,31;7,67;8,23;8,94;8,97
19.09.2018;18:39:54;7,34;7,62;8,12;8,84;8,86
20.09.2018;18:39:57;7,24;7,56;8,13;8,83;8,78
21.09.2018;18:39:54;7,24;7,55;8,13;8,81;8,81
24.09.2018;18:39:58;7,12;7,52;8,12;8,71;8,66
25.09.2018;18:39:57;7,09;7,45;8,09;8,75;8,7
26.09.2018;18:39:59;7,06;7,41;8,08;8,77;8,72
27.09.2018;18:39:30;7,03;7,34;8,01;8,68;8,68
28.09.2018;18:39:59;7,02;7,27;7,98;8,69;8,7
01.10.2018;18:39:59;7,09;7,33;7,98;8,6;8,62
02.10.2018;18:39:59;7,12;7,37;7,98;8,59;8,58
03.10.2018;18:39:59;7,09;7,37;8,01;8,64;8,63
04.10.2018;18:39:50;7,12;7,5;8,15;8,83;8,8
05.10.2018;18:39:46;7,1;7,5;8,15;8,86;8,82
08.10.2018;18:39:58;7,12;7,57;8,24;8,98;8,92
09.10.2018;18:39:57;7,09;7,52;8,24;8,98;8,97
10.10.2018;18:39:59;7,05;7,5;8,23;8,98;8,94
11.10.2018;18:39:56;7,08;7,52;8,27;9,02;8,98
12.10.2018;18:39:55;7,05;7,5;8,24;8,91;8,85
15.10.2018;18:39:59;7,11;7,47;8,15;8,77;8,71
16.10.2018;18:39:50;7,13;7,5;8,17;8,67;8,58
17.10.2018;18:39:48;7,07;7,49;8,2;8,66;8,58
18.10.2018;18:39:51;7,14;7,52;8,21;8,71;8,64
19.10.2018;18:39:58;7,15;7,55;8,22;8,68;8,6
22.10.2018;18:39:57;7,21;7,6;8,17;8,6;8,56
23.10.2018;18:39:56;7,32;7,63;8,22;8,64;8,59
24.10.2018;18:39:48;7,42;7,66;8,2;8,67;8,69
25.10.2018;18:39:57;7,42;7,71;8,25;8,7;8,7
26.10.2018;18:39:35;7,42;7,72;8,23;8,74;8,75
29.10.2018;18:39:59;7,44;7,73;8,21;8,7;8,72
30.10.2018;18:39:59;7,4;7,72;8,25;8,7;8,73
31.10.2018;18:39:56;7,4;7,72;8,25;8,68;8,69
01.11.2018;18:39:56;7,38;7,71;8,26;8,69;8,71
02.11.2018;18:39:59;7,35;7,7;8,25;8,67;8,7
06.11.2018;18:39:59;7,41;7,73;8,26;8,71;8,74
07.11.2018;18:39:52;7,44;7,75;8,29;8,8;8,86
08.11.2018;18:39:56;7,43;7,78;8,39;8,91;8,95
09.11.2018;18:39:55;7,43;7,78;8,44;9,04;9,07
12.11.2018;18:39:48;7,4;7,77;8,46;9,1;9,1
13.11.2018;18:39:49;7,44;7,8;8,49;9,14;9,12
14.11.2018;18:39:52;7,32;7,68;8,32;8,81;8,82
15.11.2018;18:39:57;7,31;7,63;8,21;8,8;8,89
16.11.2018;18:39:58;7,31;7,63;8,23;8,78;8,86
19.11.2018;18:39:53;7,3;7,64;8,23;8,8;8,88
20.11.2018;18:39:49;7,28;7,64;8,29;8,87;8,94
21.11.2018;18:39:58;7,37;7,69;8,29;8,83;8,88
22.11.2018;18:39:56;7,41;7,7;8,26;8,83;8,91
23.11.2018;18:39:57;7,37;7,69;8,31;8,93;9,02
26.11.2018;18:39:50;7,37;7,73;8,37;9,04;9,13
27.11.2018;18:39:59;7,39;7,7;8,29;8,98;9,09
28.11.2018;18:39:58;7,41;7,71;8,27;8,96;9,07
29.11.2018;18:39:59;7,38;7,65;8,2;8,82;8,92
30.11.2018;18:39:57;7,55;7,77;8,2;8,83;8,93
03.12.2018;18:39:59;7,49;7,74;8,2;8,72;8,82
04.12.2018;18:39:59;7,48;7,78;8,24;8,76;8,8
05.12.2018;18:39:50;7,51;7,79;8,26;8,83;8,91
06.12.2018;18:39:47;7,47;7,75;8,26;8,82;8,88
07.12.2018;18:39:58;7,49;7,76;8,22;8,76;8,84
10.12.2018;18:39:54;7,53;7,8;8,27;8,78;8,84
11.12.2018;18:39:57;7,51;7,84;8,32;8,75;8,79
12.12.2018;18:39:57;7,47;7,78;8,3;8,74;8,81
13.12.2018;18:39:49;7,56;7,87;8,33;8,79;8,84
14.12.2018;18:39:29;7,62;7,9;8,36;8,8;8,88
17.12.2018;18:39:55;7,62;7,91;8,36;8,83;8,9
18.12.2018;18:39:57;7,66;7,91;8,34;8,89;8,99
19.12.2018;18:39:57;7,64;7,91;8,35;8,88;8,99
20.12.2018;18:39:57;7,64;7,92;8,34;8,81;8,89
21.12.2018;18:39:56;7,68;7,89;8,28;8,84;8,92
24.12.2018;18:39:59;7,59;7,79;8,24;8,83;8,92
25.12.2018;18:39:41;7,46;7,72;8,25;8,87;8,99
26.12.2018;18:39:59;7,2;7,57;8,25;8,86;8,99
27.12.2018;18:39:55;7,34;7,61;8,22;8,82;8,93
28.12.2018;18:39:58;7,18;7,48;8,18;8,81;8,92
29.12.2018;18:39:58;7,12;7,45;8,16;8,78;8,86


