tradedate;tradetime;period_0.25;period_1.0;period_3.0;period_10.0;period_20.0
01.11.2021;18:39:59;7,54;8,33;8,44;8,32;8,26
02.11.2021;18:39:58;7,51;8,31;8,47;8,29;8,23
03.11.2021;18:39:38;7,48;8,29;8,52;8,29;8,24
05.11.2021;18:39:57;7,37;8,35;8,48;8,29;8,22
08.11.2021;18:39:59;7,54;8,31;8,46;8,16;8,07
09.11.2021;18:39:44;7,61;8,26;8,37;8,07;7,98
10.11.2021;18:39:44;7,76;8,22;8,35;8,02;7,91
11.11.2021;18:39:56;7,8;8,13;8,27;8,0;7,92
12.11.2021;18:39:59;7,68;8,19;8,38;8,08;7,99
15.11.2021;18:39:54;7,66;8,3;8,41;8,19;8,14
16.11.2021;18:39:56;7,88;8,32;8,53;8,23;8,13
17.11.2021;18:39:24;7,88;8,31;8,53;8,22;8,11
18.11.2021;18:39:52;8,05;8,41;8,65;8,31;8,13
19.11.2021;18:39:56;8,09;8,44;8,7;8,35;8,14
22.11.2021;18:39:53;8,22;8,68;8,98;8,58;8,35
23.11.2021;18:39:55;8,47;8,8;9,03;8,61;8,26
24.11.2021;18:39:51;8,29;8,67;8,95;8,52;8,25
25.11.2021;18:39:57;8,04;8,55;8,86;8,4;8,16
26.11.2021;18:39:57;8,08;8,55;8,85;8,39;8,16
29.11.2021;18:39:53;7,81;8,44;8,71;8,32;8,14
30.11.2021;18:39:59;7,86;8,46;8,72;8,32;8,18
01.12.2021;18:39:56;7,78;8,42;8,73;8,35;8,21
02.12.2021;18:39:56;8,03;8,53;8,73;8,4;8,27
03.12.2021;18:39:54;7,94;8,52;8,73;8,4;8,28
06.12.2021;18:39:54;8,2;8,57;8,78;8,51;8,36
07.12.2021;18:39:59;8,26;8,61;8,8;8,57;8,43
08.12.2021;18:39:57;8,14;8,58;8,81;8,58;8,45
09.12.2021;18:39:56;7,98;8,51;8,76;8,5;8,39
10.12.2021;18:39:58;7,99;8,53;8,76;8,49;8,38
13.12.2021;18:39:58;7,85;8,47;8,77;8,55;8,44
14.12.2021;18:39:56;8,01;8,55;8,82;8,55;8,45
15.12.2021;18:39:59;7,8;8,48;8,8;8,57;8,47
16.12.2021;18:39:51;7,77;8,44;8,78;8,5;8,38
17.12.2021;18:39:58;7,54;8,33;8,72;8,39;8,28
20.12.2021;18:39:52;7,52;8,23;8,68;8,39;8,23
21.12.2021;18:39:58;7,56;8,17;8,64;8,42;8,31
22.12.2021;18:39:47;7,42;8,05;8,54;8,42;8,34
23.12.2021;18:39:53;7,34;8,06;8,47;8,46;8,43
24.12.2021;18:39:55;7,3;8,11;8,4;8,46;8,46
27.12.2021;18:39:59;7,39;8,15;8,46;8,45;8,44
28.12.2021;18:39:57;7,45;8,17;8,43;8,45;8,44
29.12.2021;18:39:58;7,52;8,23;8,47;8,45;8,44
30.12.2021;18:39:59;7,4;8,18;8,4;8,44;8,43


