tradedate;tradetime;period_0.25;period_1.0;period_3.0;period_10.0;period_20.0
15.04.2019;18:39:45;7,51;7,59;7,83;8,3;8,68
16.04.2019;18:39:59;7,59;7,61;7,79;8,3;8,69
17.04.2019;18:39:58;7,61;7,62;7,81;8,32;8,76
18.04.2019;18:39:57;7,58;7,62;7,82;8,33;8,8
19.04.2019;18:39:56;7,56;7,59;7,81;8,33;8,81
22.04.2019;18:39:20;7,65;7,65;7,81;8,33;8,81
23.04.2019;18:39:59;7,61;7,64;7,83;8,37;8,86
24.04.2019;18:39:58;7,56;7,62;7,85;8,34;8,83
25.04.2019;18:39:53;7,57;7,62;7,86;8,37;8,86
26.04.2019;18:39:56;7,46;7,56;7,84;8,32;8,82
29.04.2019;18:39:56;7,38;7,49;7,79;8,26;8,73
30.04.2019;18:39:59;7,32;7,46;7,77;8,23;8,69
02.05.2019;18:39:55;7,24;7,38;7,74;8,25;8,68
03.05.2019;18:38:29;7,23;7,39;7,77;8,24;8,67
06.05.2019;18:39:57;7,31;7,45;7,77;8,27;8,61
07.05.2019;18:39:56;7,21;7,39;7,78;8,26;8,55
08.05.2019;18:39:59;7,23;7,41;7,76;8,23;8,5
10.05.2019;18:39:58;7,22;7,42;7,79;8,28;8,55
13.05.2019;18:39:55;7,25;7,42;7,76;8,28;8,57
14.05.2019;18:39:47;7,24;7,4;7,75;8,28;8,59
15.05.2019;18:39:57;7,18;7,36;7,71;8,26;8,59
16.05.2019;18:39:57;7,12;7,3;7,68;8,21;8,49
17.05.2019;18:39:56;6,92;7,16;7,64;8,17;8,4
20.05.2019;18:39:58;6,89;7,15;7,61;8,13;8,31
21.05.2019;18:39:58;6,94;7,18;7,6;8,05;8,26
22.05.2019;18:39:58;7,0;7,18;7,51;7,98;8,21
23.05.2019;18:39:42;7,06;7,23;7,58;8,05;8,27
24.05.2019;18:39:56;7,07;7,23;7,56;8,04;8,27
27.05.2019;18:39:57;7,13;7,26;7,56;8,03;8,25
28.05.2019;18:39:58;7,11;7,26;7,56;8,03;8,27
29.05.2019;18:39:59;7,3;7,37;7,58;8,07;8,35
30.05.2019;18:39:58;7,25;7,33;7,55;8,0;8,29
31.05.2019;18:39:56;7,3;7,35;7,52;7,99;8,3
03.06.2019;18:39:57;7,3;7,37;7,56;8,01;8,32
04.06.2019;18:36:20;7,35;7,39;7,53;7,94;8,23
05.06.2019;18:39:23;7,34;7,38;7,48;7,9;8,18
06.06.2019;18:39:58;7,35;7,37;7,46;7,82;8,13
07.06.2019;18:39:48;7,33;7,34;7,43;7,79;8,08
10.06.2019;18:39:56;7,3;7,33;7,41;7,75;8,03
11.06.2019;18:39:56;7,31;7,33;7,41;7,73;8,0
13.06.2019;18:39:38;7,26;7,3;7,41;7,77;8,03
14.06.2019;18:39:32;7,22;7,26;7,37;7,73;7,97
17.06.2019;18:39:52;7,12;7,17;7,34;7,69;7,9
18.06.2019;18:39:59;7,04;7,12;7,31;7,62;7,78
19.06.2019;18:39:50;7,08;7,09;7,27;7,52;7,68
20.06.2019;18:39:55;7,0;7,05;7,19;7,44;7,6
21.06.2019;18:39:52;7,0;7,07;7,24;7,53;7,69
24.06.2019;18:39:51;6,99;7,05;7,23;7,49;7,65
25.06.2019;18:39:40;7,03;7,06;7,22;7,5;7,65
26.06.2019;18:39:47;6,99;7,07;7,27;7,51;7,65
27.06.2019;18:39:58;6,96;7,06;7,25;7,5;7,62
28.06.2019;18:39:55;6,93;7,05;7,25;7,49;7,59
01.07.2019;18:39:58;6,99;7,06;7,22;7,45;7,58
02.07.2019;18:37:27;6,92;7,02;7,21;7,46;7,6
03.07.2019;18:39:56;6,93;7,03;7,22;7,47;7,62
04.07.2019;18:39:58;6,96;7,03;7,19;7,43;7,58
05.07.2019;18:39:56;6,94;7,01;7,18;7,44;7,58
08.07.2019;18:39:56;6,95;7,02;7,15;7,43;7,62
09.07.2019;18:39:45;6,97;7,02;7,15;7,43;7,63
10.07.2019;18:39:50;6,97;7,01;7,11;7,4;7,63
11.07.2019;18:39:53;6,96;6,99;7,09;7,4;7,61
12.07.2019;18:39:53;6,96;7,01;7,15;7,44;7,66
15.07.2019;18:39:56;6,91;6,98;7,15;7,45;7,67
16.07.2019;18:39:03;6,92;6,99;7,17;7,45;7,67
17.07.2019;18:39:12;6,93;6,99;7,13;7,46;7,67
18.07.2019;18:39:22;6,93;6,99;7,13;7,47;7,73
19.07.2019;18:39:42;6,92;6,97;7,1;7,43;7,68
22.07.2019;18:39:51;6,91;6,96;7,07;7,38;7,63
23.07.2019;18:39:55;6,86;6,91;7,03;7,37;7,63
24.07.2019;18:39:48;6,85;6,89;6,99;7,34;7,65
25.07.2019;18:39:55;6,77;6,82;6,93;7,31;7,65
26.07.2019;18:39:55;6,8;6,85;7,01;7,38;7,74
29.07.2019;18:39:55;6,65;6,76;7,01;7,4;7,79
30.07.2019;18:39:55;6,7;6,77;6,97;7,43;7,85
31.07.2019;18:39:54;6,66;6,75;6,97;7,39;7,8
01.08.2019;18:39:39;6,63;6,73;6,97;7,43;7,84
02.08.2019;18:39:59;6,64;6,75;7,1;7,56;7,95
05.08.2019;18:39:41;6,75;6,82;7,02;7,47;7,84
06.08.2019;18:39:12;6,79;6,85;7,01;7,42;7,81
07.08.2019;18:39:40;6,76;6,84;7,01;7,39;7,78
08.08.2019;18:39:58;6,76;6,84;7,02;7,37;7,72
09.08.2019;18:39:54;6,7;6,83;7,01;7,39;7,74
12.08.2019;18:39:52;6,71;6,81;7,04;7,41;7,76
13.08.2019;18:39:28;6,77;6,85;7,04;7,39;7,73
14.08.2019;18:39:54;6,75;6,84;7,06;7,41;7,76
15.08.2019;18:39:56;6,77;6,86;7,04;7,43;7,78
16.08.2019;18:39:58;6,76;6,84;7,03;7,4;7,74
19.08.2019;18:39:41;6,73;6,89;7,07;7,42;7,77
20.08.2019;18:39:44;6,77;6,87;7,03;7,37;7,74
21.08.2019;18:39:45;6,71;6,8;6,96;7,3;7,66
22.08.2019;18:39:44;6,76;6,82;6,93;7,29;7,64
23.08.2019;18:39:33;6,75;6,82;6,93;7,29;7,66
26.08.2019;18:39:42;6,74;6,82;6,92;7,31;7,67
27.08.2019;18:39:44;6,79;6,85;6,92;7,31;7,7
28.08.2019;18:39:42;6,77;6,81;6,91;7,27;7,68
29.08.2019;18:39:49;6,75;6,79;6,87;7,27;7,67
30.08.2019;18:39:36;6,69;6,72;6,79;7,22;7,66
02.09.2019;18:39:53;6,67;6,7;6,77;7,21;7,67
03.09.2019;18:39:56;6,74;6,72;6,77;7,21;7,69
04.09.2019;18:39:23;6,7;6,68;6,71;7,13;7,65
05.09.2019;18:39:52;6,72;6,67;6,71;7,15;7,7
06.09.2019;18:39:51;6,66;6,66;6,69;7,15;7,7
09.09.2019;18:39:49;6,65;6,63;6,69;7,16;7,71
10.09.2019;18:39:55;6,75;6,69;6,71;7,15;7,72
11.09.2019;18:39:55;6,68;6,65;6,7;7,15;7,71
12.09.2019;18:39:59;6,68;6,65;6,67;7,12;7,69
13.09.2019;18:39:59;6,66;6,61;6,68;7,12;7,7
16.09.2019;18:39:50;6,74;6,64;6,69;7,14;7,72
17.09.2019;18:39:27;6,76;6,64;6,71;7,17;7,74
18.09.2019;18:39:49;6,67;6,62;6,7;7,15;7,71
19.09.2019;18:39:33;6,67;6,62;6,67;7,14;7,7
20.09.2019;18:39:53;6,57;6,57;6,65;7,13;7,69
23.09.2019;18:39:55;6,61;6,62;6,69;7,14;7,69
24.09.2019;18:39:52;6,56;6,56;6,7;7,14;7,7
25.09.2019;18:39:56;6,49;6,54;6,7;7,13;7,7
26.09.2019;18:39:53;6,58;6,53;6,68;7,13;7,69
27.09.2019;18:39:51;6,49;6,53;6,66;7,14;7,69
30.09.2019;18:39:50;6,56;6,53;6,67;7,15;7,72
01.10.2019;18:37:37;6,53;6,53;6,68;7,16;7,72
02.10.2019;18:39:48;6,45;6,51;6,67;7,16;7,73
03.10.2019;18:39:50;6,46;6,51;6,67;7,15;7,71
04.10.2019;18:39:55;6,4;6,46;6,6;7,06;7,63
07.10.2019;18:39:54;6,43;6,46;6,56;6,97;7,55
08.10.2019;18:39:46;6,48;6,5;6,56;6,99;7,57
09.10.2019;18:39:29;6,4;6,41;6,53;6,96;7,54
10.10.2019;18:39:58;6,32;6,33;6,39;6,85;7,46
11.10.2019;18:39:56;6,34;6,35;6,4;6,82;7,4
14.10.2019;18:39:50;6,27;6,35;6,39;6,78;7,38
15.10.2019;18:39:56;6,33;6,32;6,36;6,79;7,26
16.10.2019;18:39:30;6,3;6,31;6,38;6,79;7,24
17.10.2019;18:39:58;6,26;6,27;6,36;6,77;7,19
18.10.2019;18:39:25;6,07;6,11;6,24;6,69;7,13
21.10.2019;18:39:46;6,08;6,11;6,2;6,64;7,07
22.10.2019;18:39:55;6,06;6,09;6,17;6,59;7,0
23.10.2019;18:39:53;6,08;6,1;6,16;6,58;6,98
24.10.2019;18:39:51;6,08;6,09;6,16;6,62;6,99
25.10.2019;18:39:55;6,0;6,02;6,09;6,53;6,89
28.10.2019;18:39:55;5,96;5,98;6,06;6,5;6,87
29.10.2019;18:39:56;5,96;5,98;6,07;6,53;6,87
30.10.2019;18:39:15;5,94;5,96;6,07;6,56;6,92
31.10.2019;18:39:49;5,97;5,97;6,06;6,59;6,96
01.11.2019;18:39:36;5,89;5,91;6,02;6,51;6,89
05.11.2019;18:39:54;5,85;5,88;6,0;6,51;6,89
06.11.2019;18:39:58;5,77;5,82;5,99;6,5;6,9
07.11.2019;18:39:50;5,75;5,76;5,94;6,5;6,89
08.11.2019;18:39:59;5,74;5,73;5,94;6,55;6,91
11.11.2019;18:39:58;5,84;5,8;5,99;6,62;6,95
12.11.2019;18:39:58;5,95;5,85;6,04;6,63;6,94
13.11.2019;18:39:00;5,92;5,82;6,06;6,7;6,94
14.11.2019;18:39:41;6,01;5,83;6,03;6,63;6,88
15.11.2019;18:39:56;5,91;5,78;6,0;6,6;6,86
18.11.2019;18:39:59;5,94;5,79;5,98;6,61;6,86
19.11.2019;18:39:52;5,99;5,8;5,96;6,56;6,79
20.11.2019;18:39:45;6,08;5,81;5,95;6,53;6,73
21.11.2019;18:39:55;6,12;5,81;5,94;6,54;6,73
22.11.2019;18:39:50;6,03;5,77;5,93;6,52;6,75
25.11.2019;18:39:56;5,97;5,74;5,94;6,54;6,76
26.11.2019;18:39:40;6,1;5,82;5,92;6,56;6,81
27.11.2019;18:39:58;6,05;5,79;5,93;6,56;6,82
28.11.2019;18:39:57;6,03;5,81;5,97;6,58;6,85
29.11.2019;18:39:48;6,0;5,8;5,97;6,58;6,85
02.12.2019;18:39:50;5,94;5,79;5,98;6,6;6,87
03.12.2019;18:39:54;5,9;5,78;5,99;6,58;6,84
04.12.2019;18:39:56;5,89;5,79;5,97;6,55;6,82
05.12.2019;18:39:54;5,89;5,79;5,98;6,56;6,84
06.12.2019;18:39:43;5,82;5,76;5,96;6,55;6,83
09.12.2019;18:39:48;5,77;5,74;5,96;6,56;6,83
10.12.2019;18:39:57;5,86;5,78;5,95;6,56;6,81
11.12.2019;18:39:53;5,8;5,72;5,94;6,58;6,84
12.12.2019;18:39:59;5,71;5,64;5,86;6,53;6,8
13.12.2019;18:39:48;5,64;5,56;5,88;6,54;6,77
16.12.2019;18:39:58;5,64;5,56;5,87;6,52;6,76
17.12.2019;18:39:48;5,68;5,6;5,87;6,51;6,75
18.12.2019;18:39:53;5,62;5,59;5,85;6,52;6,79
19.12.2019;18:39:52;5,53;5,55;5,88;6,55;6,79
20.12.2019;18:39:57;5,45;5,51;5,87;6,53;6,77
23.12.2019;18:39:54;5,45;5,52;5,86;6,54;6,77
24.12.2019;18:39:49;5,39;5,49;5,84;6,5;6,74
25.12.2019;18:39:59;5,32;5,43;5,81;6,49;6,74
26.12.2019;18:39:55;5,31;5,46;5,8;6,48;6,75
27.12.2019;18:39:32;4,98;5,32;5,89;6,48;6,64
30.12.2019;18:39:57;4,79;5,21;5,82;6,41;6,56


