tradedate;tradetime;period_0.25;period_1.0;period_3.0;period_10.0;period_20.0
27.02.2024;18:39:58;14,34;13,97;12,84;12,25;13,34
28.02.2024;18:39:57;14,25;13,92;12,82;12,28;13,35
29.02.2024;18:39:55;13,59;13,58;12,82;12,31;12,96
01.03.2024;18:39:48;14,02;13,79;12,71;12,3;13,37
04.03.2024;18:39:58;14,38;13,9;12,88;12,47;13,34
05.03.2024;18:39:58;14,45;13,97;12,9;12,6;13,39
06.03.2024;18:39:57;14,38;13,96;12,99;12,66;13,34
07.03.2024;18:39:57;14,5;14,03;12,97;12,73;13,28
11.03.2024;18:39:53;14,48;14,02;12,96;12,72;13,25
12.03.2024;18:39:57;14,36;14,01;13,05;12,74;13,28
13.03.2024;18:39:59;14,43;14,13;13,15;12,76;13,38
14.03.2024;18:39:57;14,54;14,28;13,19;12,86;13,5
15.03.2024;18:39:58;14,88;14,49;13,3;12,95;13,7
18.03.2024;18:39:59;14,98;14,58;13,33;12,98;13,91
19.03.2024;18:39:59;15,07;14,59;13,29;13,1;14,14
20.03.2024;18:39:56;15,26;14,69;13,31;13,17;14,22
21.03.2024;18:39:54;15,22;14,75;13,4;13,06;14,04
22.03.2024;18:39:56;15,29;14,68;13,23;13,17;14,25
25.03.2024;18:39:59;15,15;14,58;13,29;13,18;14,2
26.03.2024;18:39:55;15,06;14,42;13,31;13,38;14,09
27.03.2024;18:39:59;15,07;14,37;13,15;13,19;13,83
28.03.2024;18:39:58;14,98;14,37;13,18;13,16;13,84
29.03.2024;18:39:53;15,12;14,4;13,19;13,26;13,97
01.04.2024;18:39:57;15,09;14,41;13,21;13,36;14,14
02.04.2024;18:39:58;14,96;14,45;13,32;13,26;14,01
03.04.2024;18:39:58;14,89;14,44;13,35;13,3;14,09
04.04.2024;18:39:54;14,78;14,35;13,36;13,35;14,21
05.04.2024;18:39:57;14,79;14,37;13,41;13,48;14,31
08.04.2024;18:39:58;14,73;14,4;13,46;13,45;14,31
09.04.2024;18:39:57;14,82;14,45;13,48;13,47;14,35
10.04.2024;18:39:58;14,7;14,37;13,49;13,5;14,34
11.04.2024;18:39:58;14,92;14,51;13,55;13,59;14,46
12.04.2024;18:39:57;14,93;14,47;13,63;13,56;14,46
15.04.2024;18:39:57;14,99;14,47;13,53;13,59;14,44
16.04.2024;18:39:58;14,81;14,32;13,7;13,6;14,48
17.04.2024;18:39:58;14,87;14,32;13,68;13,51;14,17
18.04.2024;18:39:58;15,22;14,35;13,5;13,65;14,24
19.04.2024;18:39:58;15,26;14,39;13,47;13,41;13,77
22.04.2024;18:39:56;15,0;14,61;13,57;13,38;13,73
23.04.2024;18:39:50;15,11;14,52;13,62;13,43;13,79
24.04.2024;18:39:40;15,05;14,48;13,66;13,42;13,8
25.04.2024;18:39:57;15,02;14,58;13,65;13,44;13,72
26.04.2024;18:39:57;14,95;14,63;13,79;13,61;13,95
27.04.2024;18:39:59;14,8;14,62;13,83;13,61;13,97
29.04.2024;18:39:59;14,48;14,41;13,88;13,54;13,8
30.04.2024;18:39:58;14,65;14,51;13,89;13,59;13,91
02.05.2024;18:39:58;15,12;14,86;14,02;13,61;13,95
03.05.2024;18:39:56;15,12;14,9;14,07;13,61;13,98
06.05.2024;18:39:57;15,24;15,0;14,02;13,67;14,12
07.05.2024;18:39:58;15,1;14,89;14,03;13,69;14,16
08.05.2024;18:39:59;15,04;14,86;14,0;13,73;14,12
10.05.2024;18:39:58;15,3;14,96;14,02;13,69;14,14
13.05.2024;18:39:57;15,21;15,04;14,2;13,8;14,24
14.05.2024;18:39:58;14,99;14,96;14,32;14,01;14,36
15.05.2024;18:39:57;15,02;14,92;14,37;13,94;14,1
16.05.2024;18:39:57;14,92;14,79;14,48;14,02;14,02
17.05.2024;18:39:55;14,83;14,77;14,49;14,01;13,96
20.05.2024;18:39:58;14,83;14,85;14,58;14,08;14,02
21.05.2024;18:39:55;14,87;14,97;14,73;14,16;14,09
22.05.2024;18:39:57;15,03;15,07;14,8;14,2;14,01
23.05.2024;18:39:59;14,97;15,23;15,0;14,37;14,17
24.05.2024;18:39:57;14,98;15,31;15,22;14,5;14,26
27.05.2024;18:39:57;15,21;15,64;15,36;14,65;14,39
28.05.2024;18:39:59;15,17;15,56;15,32;14,59;14,27
29.05.2024;18:39:58;15,31;15,84;15,54;14,73;14,45
30.05.2024;18:39:59;15,08;15,74;15,52;14,75;14,57
31.05.2024;18:39:57;15,13;15,73;15,59;14,96;14,78
03.06.2024;18:39:57;15,1;15,79;15,69;14,96;14,71
04.06.2024;18:39:57;15,25;15,77;15,5;14,67;14,28
05.06.2024;18:39:59;14,88;15,77;15,41;14,62;14,37
06.06.2024;18:39:59;14,99;15,89;15,47;14,61;14,37
07.06.2024;18:39:58;14,96;15,75;15,52;14,57;14,3
10.06.2024;18:39:59;15,02;15,79;15,66;14,89;14,65
11.06.2024;18:39:58;14,78;15,62;15,69;14,89;14,6
13.06.2024;18:39:59;14,99;15,82;15,75;14,99;14,74
14.06.2024;18:39:59;15,14;15,92;15,73;14,97;14,78
17.06.2024;18:39:59;15,24;16,23;16,09;15,18;14,88
18.06.2024;18:39:55;15,36;16,42;16,2;15,28;15,06
19.06.2024;18:39:56;15,7;16,72;16,29;15,31;15,1
20.06.2024;18:39:59;15,6;16,7;16,51;15,45;15,18
21.06.2024;18:39:59;15,54;16,56;16,56;15,29;14,9
24.06.2024;18:39:59;15,48;16,56;16,52;15,22;14,77
25.06.2024;18:39:59;15,52;16,55;16,42;15,13;14,75
26.06.2024;18:39:58;15,28;16,28;16,13;14,99;14,61
27.06.2024;18:39:58;15,59;16,53;16,21;15,01;14,68
28.06.2024;18:39:55;15,89;16,76;16,21;15,11;14,83
01.07.2024;18:39:55;15,79;16,68;16,03;15,14;14,94
02.07.2024;18:39:56;15,86;16,72;16,06;15,14;14,96
03.07.2024;18:39:54;15,55;16,48;16,08;15,12;14,86
04.07.2024;18:39:58;15,53;16,53;16,22;15,22;15,03
05.07.2024;18:39:58;15,7;16,95;16,31;15,32;15,12
08.07.2024;18:39:58;15,49;16,82;16,37;15,35;15,11
09.07.2024;18:39:58;15,55;16,86;16,49;15,38;15,1
10.07.2024;18:39:59;15,33;16,74;16,52;15,46;15,16
11.07.2024;18:39:49;15,68;17,02;16,48;15,44;15,24
12.07.2024;18:39:52;15,95;17,2;16,61;15,52;15,29
15.07.2024;18:39:54;15,42;16,99;16,9;15,72;15,4
16.07.2024;18:39:51;15,37;16,9;17,16;15,84;15,4
17.07.2024;18:39:56;14,83;16,71;17,02;16,02;15,72
18.07.2024;18:39:58;15,13;16,73;16,95;15,67;15,29
19.07.2024;18:39:58;15,22;16,3;16,73;15,67;15,27
22.07.2024;18:39:57;15,22;16,43;16,68;15,5;15,12
23.07.2024;18:39:57;15,52;16,8;16,86;15,64;15,3
24.07.2024;18:39:59;15,88;16,96;16,77;15,53;15,16
25.07.2024;18:39:59;16,08;16,9;16,61;15,5;15,2
26.07.2024;18:39:57;16,61;17,2;17,07;15,92;15,51
29.07.2024;18:39:58;16,19;16,92;17,09;16,11;15,68
30.07.2024;18:39:59;15,82;16,81;16,95;15,86;15,47
31.07.2024;18:39:57;16,28;17,23;16,7;15,68;15,44
01.08.2024;18:39:56;16,11;16,96;16,71;15,42;15,04
02.08.2024;18:39:59;16,16;16,93;16,82;15,45;14,99
05.08.2024;18:39:57;16,14;17,03;16,74;15,55;15,2
06.08.2024;18:39:58;16,16;16,87;16,82;15,38;14,84
07.08.2024;18:39:58;16,47;16,99;16,73;15,1;14,52
08.08.2024;18:39:55;16,4;16,81;16,57;14,89;14,16
09.08.2024;18:39:58;16,62;16,9;16,54;14,78;14,02
12.08.2024;18:39:55;16,6;16,87;16,49;14,87;14,23
13.08.2024;18:39:58;16,72;16,95;16,5;14,86;14,18
14.08.2024;18:39:58;16,65;16,97;16,21;14,99;14,66
15.08.2024;18:39:57;16,98;17,31;16,46;15,37;15,17
16.08.2024;18:39:59;16,92;17,25;16,8;15,36;14,88
19.08.2024;18:39:59;16,81;17,22;16,83;15,39;14,9
20.08.2024;18:39:59;16,63;17,32;16,91;15,43;15,0
21.08.2024;18:39:57;16,94;17,46;16,84;15,45;15,06
22.08.2024;18:39:54;17,06;17,55;17,0;15,37;14,87
23.08.2024;18:39:58;16,39;18,08;17,02;15,67;15,33
26.08.2024;18:39:59;17,12;18,47;17,24;15,68;15,34
27.08.2024;18:39:59;17,24;18,21;17,03;15,75;15,4
28.08.2024;18:39:53;17,27;18,24;17,17;15,82;15,49
29.08.2024;18:39:58;17,06;18,18;17,27;15,79;15,41
30.08.2024;18:39:59;17,4;18,35;17,55;15,78;15,37
02.09.2024;18:39:56;17,51;18,45;17,54;15,88;15,53
03.09.2024;18:39:57;17,59;18,55;17,64;15,88;15,5
04.09.2024;18:39:59;17,61;18,41;17,44;15,61;15,07
05.09.2024;18:39:58;17,51;18,36;17,38;15,33;14,72
06.09.2024;18:39:58;17,28;18,2;17,55;15,08;14,27
09.09.2024;18:39:59;17,28;17,97;17,48;15,1;14,18
10.09.2024;18:39:57;17,54;18,14;17,51;15,29;14,54
11.09.2024;18:39:57;17,39;18,0;17,33;15,26;14,6
12.09.2024;18:39:54;17,56;18,32;17,7;15,52;14,86
13.09.2024;18:39:58;18,4;18,66;17,86;15,48;14,73
16.09.2024;18:39:58;18,36;18,58;17,9;15,55;14,68
17.09.2024;18:39:59;18,62;18,8;18,01;15,63;14,77
18.09.2024;18:39:59;18,69;18,87;18,16;15,75;14,84
19.09.2024;18:39:59;18,51;18,71;18,15;15,81;14,81
20.09.2024;18:39:59;18,43;18,62;18,14;15,8;14,66
23.09.2024;18:39:58;18,51;18,68;18,16;15,78;14,62
24.09.2024;18:39:53;18,64;18,76;18,16;15,68;14,55
25.09.2024;18:39:56;18,63;18,76;18,13;15,68;14,56
26.09.2024;18:39:58;18,88;18,96;18,21;15,73;14,66
27.09.2024;18:39:59;19,03;19,07;18,34;15,78;14,64
30.09.2024;18:39:58;19,49;19,43;18,52;15,85;14,68
01.10.2024;18:39:57;19,64;19,58;18,57;15,87;14,83
02.10.2024;18:39:57;19,5;19,47;18,62;16,02;14,93
03.10.2024;18:39:53;19,76;19,71;18,81;16,18;15,07
04.10.2024;18:39:57;19,75;19,82;18,92;16,13;15,09
07.10.2024;18:39:58;19,73;19,89;19,13;16,31;15,2
08.10.2024;18:39:58;19,34;19,61;19,07;16,37;15,12
09.10.2024;18:39:57;19,44;19,7;19,13;16,39;15,12
10.10.2024;18:39:52;19,31;19,56;19,05;16,3;15,0
11.10.2024;18:39:56;19,17;19,44;18,96;16,23;14,9
14.10.2024;18:39:57;19,16;19,47;19,0;16,2;14,81
15.10.2024;18:39:57;19,14;19,48;19,04;16,24;14,94
16.10.2024;18:39:57;18,96;19,36;19,02;16,24;14,98
17.10.2024;18:39:57;18,89;19,34;19,04;16,3;15,06
18.10.2024;18:39:59;19,04;19,48;19,09;16,25;15,07
21.10.2024;18:39:57;19,26;19,67;19,2;16,2;14,93
22.10.2024;18:39:59;19,74;20,13;19,45;16,11;14,88
23.10.2024;18:39:49;19,57;20,05;19,44;16,03;14,79
24.10.2024;18:39:55;19,7;20,27;19,66;16,17;14,83
25.10.2024;18:39:58;20,53;20,98;20,14;16,42;14,99
28.10.2024;18:39:59;20,57;21,02;20,37;16,71;15,2
29.10.2024;18:39:57;20,53;20,98;20,31;16,77;15,23
30.10.2024;18:39:58;20,54;20,9;20,19;16,68;15,15
31.10.2024;18:39:58;21,72;21,83;20,71;16,89;15,28
01.11.2024;18:39:58;21,68;21,74;20,62;16,84;15,2
02.11.2024;18:39:57;21,65;21,67;20,59;16,82;15,18
05.11.2024;18:39:58;21,76;21,74;20,57;16,76;15,02
06.11.2024;18:39:58;22,09;21,93;20,47;16,53;14,86
07.11.2024;18:39:53;21,9;21,67;20,06;16,0;14,42
08.11.2024;18:39:58;21,9;21,62;20,0;15,91;14,28
11.11.2024;18:39:58;21,46;21,28;19,9;15,95;14,27
12.11.2024;18:39:58;21,42;21,27;19,76;15,85;14,37
13.11.2024;18:39:58;21,48;21,27;19,72;15,71;14,17
14.11.2024;18:39:58;21,61;21,36;19,74;15,72;14,23
15.11.2024;18:39:58;21,73;21,43;19,72;15,76;14,3
18.11.2024;18:39:57;21,37;21,15;19,67;15,93;14,47
19.11.2024;18:39:57;21,67;21,47;20,1;16,29;14,58
20.11.2024;18:39:57;21,51;21,32;19,9;16,18;14,71
21.11.2024;18:39:58;21,87;21,63;20,0;16,3;15,01
22.11.2024;18:39:58;21,93;21,62;19,91;16,23;14,96
25.11.2024;18:39:59;22,18;21,81;20,07;16,27;14,91
26.11.2024;18:39:53;22,38;21,94;20,08;16,36;15,09
27.11.2024;18:39:56;22,89;22,28;20,09;16,33;15,17
28.11.2024;18:39:57;22,91;22,31;20,22;16,29;14,97
29.11.2024;18:39:57;23,22;22,53;20,37;16,24;14,78
02.12.2024;18:39:55;23,49;22,68;20,31;16,17;14,8
03.12.2024;18:39:58;23,36;22,59;20,31;16,05;14,64
04.12.2024;18:39:59;23,27;22,54;20,35;16,06;14,53
05.12.2024;18:39:59;23,62;22,78;20,4;16,09;14,6
06.12.2024;18:39:58;23,58;22,69;20,2;16,07;14,83
09.12.2024;18:39:59;23,06;22,37;20,27;16,29;15,01
10.12.2024;18:39:56;22,67;22,12;20,2;16,35;15,08
11.12.2024;18:39:58;22,85;22,17;20,0;16,04;14,77
12.12.2024;18:39:54;23,15;22,47;20,28;16,51;15,43
13.12.2024;18:39:46;22,88;22,21;20,08;16,41;15,29
16.12.2024;18:39:58;22,97;22,33;20,35;16,41;14,77
17.12.2024;18:39:57;23,02;22,43;20,53;16,4;14,6
18.12.2024;18:39:59;22,67;22,2;20,39;16,21;14,35
19.12.2024;18:39:57;22,41;22,1;20,49;16,23;14,24
20.12.2024;18:39:59;20,28;20,09;18,77;15,42;13,9
23.12.2024;18:39:59;18,61;18,43;17,4;14,83;13,65
24.12.2024;18:39:57;18,29;18,35;17,57;14,98;13,84
25.12.2024;18:39:56;18,33;18,24;17,44;15,21;14,15
26.12.2024;18:39:54;17,97;17,96;17,33;15,28;14,26
27.12.2024;18:39:59;17,49;17,67;17,29;15,43;14,36
28.12.2024;18:39:58;18,55;18,53;17,67;15,57;14,55
30.12.2024;18:39:59;18,8;18,58;17,48;15,22;14,22


